Year Company,Set Name,Player Name,Card Number,Cert #,GRADE,TOTAL,Surface,Corners & Edges,Centering,Creases/Dents,Additional Notes,@GradeImg,@SubImg
2025 Topps,NOW,"Clayton Kershaw - PR: 63,363",#373,#00448958,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps,NOW,"Clayton Kershaw - PR: 63,363",#373,#00448959,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Panini,2024-25 NBA Hoops - 095/199,Jayson Tatum - PREMIUM BOX SET,#172,#00448960,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps - '25-26 Flagship Collection,Clutch City Prospects - RC,Ace Bailey,#CC-5,#00448961,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps - '25-26 Flagship Collection,Clutch City Prospects - RC,Cooper Flagg,#CC-1,#00448962,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2017 Panini,2017 Donruss - Rated Rookie,Tyler Glasnow,#36,#00448963,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Topps,2025 Bowman,Shohei Ohtani,#17,#00448964,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps
2025 Topps,Series 1 - Stars of MLB,Shohei Ohtani,#SMLB-10,#00448965,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps,Series 1 - Call to the Hall,Mickey Mantle,#CTH-15,#00448966,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps
2024 Topps,2024 Chrome - Update Series - RC,Andy Pages - REFRACTOR,#USC186,#00448967,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps
2025 Topps,Series 1,Paul Skenes,#98,#00448968,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps
2025 Topps,Series 1,Paul Skenes,#98,#00448969,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps
2024 Panini,2024 Prizm,Lou Gehrig,#109,#00448970,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps
2024 Panini,2024 Prizm,Joe Jackson,#11,#00448971,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps
2025 Panini - 2024-25 NBA Hoops ,High Voltage - RC,Stephon Castle,#7,#00448972,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2024 Panini - 2024 Prizm ,Draft Picks - Rated Prospect,VJ Edgecombe,#17,#00448973,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps
2024 Panini - 2023 Select - Concourse,RC - Tank Bigsby,DIE-CUT - GREEN & YELLOW,#47,#00448974,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Topps - 2024 Signature Class ,Paramount Pairings,Troy Aikman/Roger Staubach,#PP-4,#00448975,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps
2025 Topps - '25-26 Flagship Collection,8-Bit Ballers,Victor Wembanyama,#8B-4,#00448976,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps,2025-26 Flagship Collection - RC,Cooper Flagg - SEASON TIP-OFF,#201,#00448977,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps - '25-26 Flagship Collection,8-Bit Ballers - RC,Cooper Flagg - HOLOFOIL,#8B-31,#00448978,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Topps - '25-26 Flagship Collection,Generation Now - RC,Cooper Flagg,#GN-1,#00448979,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2023 Topps - 2023 Bowman - Draft ,Chrome Au. - 1st Bwm. - AUTO - 35/71,Michael Carico - SPARKLE,#CDA-MCA,#00448908,DEGREE 9,9,2,3,3,1,"Surface score: On the back of the card, there is a big print line that is super noticeable",macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps
2023 Topps - 2023 Bowman - Draft ,Chrome Au. - 1st Bwm. - AUTO - 16/71,Michael Carico - SPARKLE,#CDA-MCA,#00448909,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2014 Topps - 2014 Bowman ,Prsp. Au. - 1st Bwm. - AUTO - 024/100,Trevor Gretzky - GREEN,#PA-TG,#00448910,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps
2025 Panini - 2025 Prizm ,The Rolling Stones - 06/10,Mick Jagger - GOLD LAZER,#1,#00448911,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini,2025 Prizm - The Rolling Stones,Mick Jagger - WHITE SPARKLE,#39,#00448912,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm ,The Rolling Stones - 05/10,Keith Richards - GOLD,#13,#00448913,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini,2025 Prizm - The Rolling Stones,Mick Jagger - BLUE CONFETTI,#1,#00448914,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm - The Rolling Stones,The Original Stadium Show - 07/10,Niedersachsenstadion - GOLD,#6,#00448915,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm ,The Rolling Stones - 05/10,The Rolling Stones - GOLD,#86,#00448916,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm ,The Rolling Stones - Albums - 07/10,Still Life - GOLD CONFETTI,#35,#00448917,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps
2025 Panini - 2025 Prizm - The Rolling Stones,Singles Artwork - 03/10,"""Brown Sugar"" - GOLD",#18,#00448918,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm - The Rolling Stones,Singles Artwork - 04/10,"""You Better Move On"" - GOLD",#1,#00448919,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm - The Rolling Stones,"Sngl. Art. - 08/10 - ""Have You Seen/","Stnd./Shadow?"" - GOLD CONFETTI",#13,#00448920,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm - The Rolling Stones,Poster Perfection - 04/10,Tour of the Americas 75 - GOLD,#11,#00448921,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Panini - 2025 Prizm - The Rolling Stones,Poster Perfection - 03/10,Rolling Stones Tour - GOLD,#14,#00448922,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Panini - 2025 Prizm - The Rolling Stones,Poster Perfection - 06/10,Euro. Tour 1970 - GOLD CONFETTI,#1,#00448923,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Panini - '25 Prizm - The Rolling Stones,07/10 - The Rolling Stones,GOLD CONFETTI,#49,#00448924,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2022 Topps - 2022 Bowman ,CPA - 1st Bowman - AUTO - 29/75,Jordan Wicks - YELLOW,#CPA-JW,#00448925,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2023 Topps - '23 Heritage - High Nmb. ,Real One Autographs - AUTO,Patrick Wisdom - RED INK,#ROA-PW,#00448926,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2022 Topps - 2022 Bowman - Draft,CPA - 1st Bowman - AUTO - 414/499,Brandon Birdsell - REFRACTOR,#CDA-BB,#00448927,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2023 Panini - 2023 Select,Signatures - AUTO - 23/49,Alfonso Soriano - TRI-COLOR,#S-AS,#00448928,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps
2022 Topps - 2022 Bowman,CPA - 1st Bowman - AUTO - 084/250,James Triantos - PURPLE,#CPA-JTS,#00448929,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2023 Topps - 2023 Bowman,CPA - 1st Bowman - AUTO - 82/99,Jefferson Rojas - GREEN GRASS,#CPA-JR,#00448930,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2024 Topps - 2024 Bowman - Draft ,CPA - 1st Bowman - AUTO - 24/25,Cole Mathis - ORANGE WAVE,#CPA-CMS,#00448931,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2019 Topps - 2019 Bowman,CPA - 1st Bowman - AUTO - 3/5,Keegan Thompson - RED,#CPA-KT,#00448932,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Panini - 2025 Prizm ,Sensational Signatures - AUTO - 3/4,M. Carico - GOLD PREM. BOX SET,#SS-MC,#00448933,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2024 Panini - 2024 Prizm ,Sensational Sign. - AUTO - 14/49,Michael Busch - BLUE,#SS-MB,#00448934,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps
2024 Panini - 2024 Prizm ,Sensational Sign. - AUTO - 01/25,Cristian Hernandez - MOJO,#SS-CH,#00448935,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2024 Panini - 2024 Prizm ,Sensational Signatures - AUTO - 2/4,B. Davis - GOLD PREM. BOX SET,#SS-BD,#00448936,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Panini - 2024 Prospect Edition ,Prospect Ticket - AUTO - 072/149,Jaxon Wiggins - BLUE,#17,#00448937,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps
2025 Panini - 2025 Prizm,Sensational Signatures - AUTO,Jaxon Wiggins,#SS-JW,#00448938,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Panini - 2025 Prizm,Sensational Signatures - AUTO,Jaxon Wiggins - GREEN,#SS-JW,#00448939,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps
2025 Panini - 2025 Prizm,Sensational Sign. - AUTO - 062/199,Jaxon Wiggins - PULSAR,#SS-JW,#00448940,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm,Sensational Sign. - AUTO - 90/99,Jaxon Wiggins - RED PULSAR,#SS-JW,#00448941,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm,Sensational Sign. - AUTO - 90/99,Jaxon Wiggins - ORANGE PULSAR,#SS-JW,#00448942,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm,Sensational Sign. - AUTO - 73/99,Jaxon Wiggins - RED,#SS-JW,#00448943,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
2025 Panini - 2025 Prizm,Sensational Sign. - AUTO - 37/49,Jaxon Wiggins - BLUE PULSAR,#SS-JW,#00448944,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps
