Year Company,Set Name,Player Name,Card Number,Cert ,GRADE,TOTAL,Surface,Corners & Edges,Centering,Creases/Dents,Additional Notes,@GradeImg,@SubImg,@QRcode
2024 Pokemon Japanese,S&V - Terastal Festival ex,Espeon ex - FA - SECRET,#211,451465,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451465.eps
2024 Pokemon Japanese,S&V - Terastal Festival ex,Sylveon ex - FA - SECRET,#212,451466,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451466.eps
60_BATCH U,60_BATCH U,60_BATCH U,,0,,,,,,,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-BATCH.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-BATCH.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00000000.eps
2025 Topps,2025 Holiday - Mega Box - Chrome - 009/199,Yoshinobu Yamamoto - BLUE SPARKLE,#HC159,447774,DEGREE 7,7,2,3,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2311.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447774.eps
2025 Topps,2025 Bowman - Chrome - Mega Box - 198/299,Matt Chapman - AQUA,#49,447775,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447775.eps
2018 Topps,Update Series - RC,Willy Adames,#US25,447776,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447776.eps
2025 Topps,2025 Holiday - Mega Box - Short Print Variation,Fernando Tatis Jr.,#H170,447777,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447777.eps
2025 Topps,2025 Chrome - RC,James Wood - X-FRACTOR,#132,447778,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447778.eps
2025 Topps,2025 Chrome - Power Players,Shohei Ohtani,#PP-25,447779,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447779.eps
2025 Topps,2025 Chrome,Aaron Judge - RAYWAVE,#99,447780,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447780.eps
2025 Topps,2025 Holiday - Mega Box,Aaron Judge,#H161,447781,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447781.eps
2025 Topps,Series 2 - 1990 All-Star,Vladimir Guerrero Jr.,#90AS-49,447782,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447782.eps
2011 Topps,2011 Bowman - Draft Picks & Prospects - RC,Brandon Crawford,#25,447783,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447783.eps
2024 Onyx,2024 Vintage - Extended - Autographs - AUTO - 39/50,Alejandro Osuna - GREEN,#VAALOS,448130,DEGREE 8,8,3,3,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3311.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448130.eps
2017 Panini,2017 Preferred - Rookie Prominent Scripts - AUTO - 82/99,Dalvin Tomlinson - BLUE,#287,448131,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448131.eps
2024 Panini,2024 Prizm - Sensational Signatures - RC - AUTO,Addison Barger - GREEN,#SS-AB,448132,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448132.eps
1994 Upper Deck,Series Two - He's Back Reprints,Michael Jordan,#237,448133,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448133.eps
2023 Panini,2023 Chronicles - Draft Picks - Clearly Donruss,Josh Allen - PINK,#14,448134,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448134.eps
2025 Pokemon,Mega Evolution - Enhanced Booster Box Promo,Bulbasaur - FA - SECRET,#133,448135,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448135.eps
2022 Pokemon,SWSH - Pokemon GO,Pikachu - HOLO,#28,448136,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448136.eps
2024 Pokemon Japanese,S&V - Terastal Festival ex,Sandy Shocks ex - FA - SECRET,#215,448137,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448137.eps
2024 Pokemon Japanese,S&V - Terastal Festival ex,Gholdengo ex - FA - SECRET,#220,448138,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448138.eps
2024 Pokemon Japanese,S&V - Terastal Festival ex,Pikachu ex - FA - SECRET,#236,448139,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448139.eps
2024 Pokemon Japanese,S&V - Terastal Festival ex,Terapagos ex - FA - SECRET,#237,448140,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448140.eps
2024 Pokemon Japanese,S&V - Terastal Festival ex,Teal Mask Ogerpon ex - FA - SECRET,#234,448141,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448141.eps
2024 Pokemon Japanese,S&V - Terastal Festival ex,Gholdengo ex - HOLO,#117,448142,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448142.eps
2025 Pokemon,S&V - Prismatic Evolutions - Pokemon Day 2025,Eevee - REVERSE HOLO,#74,448143,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448143.eps
2023 Pokemon,S&V Black Star Promo,Snorlax - FA,#51,448144,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448144.eps
2000 Pokemon,Team Rocket - 1st Edition,Dark Flareon,#35,448665,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448665.eps
2000 Pokemon,Team Rocket,Dark Raichu - HOLO - SECRET,#83,448666,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448666.eps
2000 Pokemon,Team Rocket,Dark Arbok - HOLO,#2,448667,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448667.eps
2000 Pokemon,Team Rocket,Dark Dragonite,#22,448668,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448668.eps
2000 Pokemon,Team Rocket,Dark Charizard,#21,448669,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448669.eps
2025 Pokemon,S&V - Prismatic Evolutions,Leafeon ex - HOLO,#6,448025,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448025.eps
2025 Pokemon,S&V - Prismatic Evolutions,Vaporeon ex - HOLO,#23,448026,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448026.eps
2025 Pokemon,S&V - Prismatic Evolutions,Glaceon ex - HOLO,#26,448027,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448027.eps
2025 Pokemon,S&V - Prismatic Evolutions,Espeon ex - HOLO,#34,448028,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448028.eps
2025 Pokemon,S&V - Prismatic Evolutions,Eevee ex - HOLO,#75,448029,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00448029.eps
2013 Pokemon,B&W - Legendary Treasures - Radiant Collection,Mew EX - FA,#RC24,447936,DEGREE 6,6,2,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-6.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2211.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447936.eps
2013 Pokemon,B&W - Legendary Treasures - Radiant Collection,Mew EX - FA,#RC24,447937,DEGREE 6,6,2,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-6.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2211.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447937.eps
2013 Pokemon,B&W - Legendary Treasures - Radiant Collection,Eevee - HOLO,#RC14,447938,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447938.eps
2013 Pokemon,B&W - Legendary Treasures - Radiant Collection,Shaymin EX - FA,#RC21,447939,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447939.eps
2013 Pokemon,B&W - Legendary Treasures,Charizard - HOLO,#19,447940,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00447940.eps
